1310hazzzard|1310HaZzZaRd||1|0|0|2007-01-31 15:00:04|2007-01-31 15:00:04
1337-newb|1337-newb||1|0|0|2007-04-07 23:59:37|2007-04-07 23:59:37
1337pete|1337pete||1|0|0|2007-02-17 10:30:03|2007-02-17 10:30:03
13adcompany|13adcompany||1|0|0|2007-05-06 22:24:49|2007-05-06 22:24:49
13edlam|13edlam||1|0|0|2006-05-11 23:06:46|2006-05-11 23:06:46
13itch.|13itch.||1|0|0|2007-04-14 18:08:34|2007-04-14 18:08:34
13lack_1)ragoon|13lack_1)ragoon||1|0|0|2006-08-21 15:08:34|2006-08-21 15:08:34
13lack_light|13lack_Light||1|0|0|2006-05-02 12:36:54|2006-05-02 12:36:54
13lade.master.|13lade.Master.||1|0|0|2007-04-21 23:58:58|2007-04-21 23:58:58
13looc1.iviasta|13looc1.IvIasta||1|0|0|2006-08-24 01:49:52|2006-08-24 01:49:52
13loodypaw|13loodyPaw||1|0|0|2006-10-18 13:13:55|2006-10-18 13:13:55
13luef)ngel|13lueF)ngel||1|0|0|2006-11-27 17:35:00|2006-11-27 17:35:00
13order.patrol|13order.Patrol||1|0|0|2007-02-11 13:50:02|2007-02-11 13:50:02
13randon.g|13randon.G||1|0|0|2007-02-22 11:27:27|2007-02-22 11:27:27
13rian|13rian||1|0|0|2007-02-04 16:21:18|2007-02-04 16:21:18
13thlegion|13thLegion||1|0|0|2006-04-19 22:47:18|2006-04-19 22:47:18
13utzecks|13uTzEcKs||2|0|0|2007-03-27 00:44:31|2007-03-27 00:44:31
14-kakuna|14-Kakuna||1|0|0|2007-03-24 22:32:11|2007-03-24 22:32:11
143-snorlax|143-Snorlax||1|0|0|2007-03-24 22:32:11|2007-03-24 22:32:11
18nom|18nom||1|0|0|2006-04-18 21:44:45|2006-04-18 21:44:45
18peytonmanning|18PeytonManning||1|0|0|2007-02-06 21:55:49|2007-02-06 21:55:49
18tw18wc3|18tw18wc3||1|0|0|2007-01-25 11:47:57|2007-01-25 11:47:57
1989zz|1989zz||1|0|0|2006-05-07 01:17:02|2006-05-07 01:17:02
19ark_13ladez|19ark_13ladez||2|0|0|2006-05-03 22:50:39|2006-05-03 22:50:39
1cup|1cup||1|0|0|2007-04-14 22:17:51|2007-04-14 22:17:51
1eclipse1|1EcLiPsE1||1|0|0|2007-04-01 02:08:05|2007-04-01 02:08:05
1ganon1|1Ganon1||1|0|0|2007-03-17 20:29:44|2007-03-17 20:29:44
1imit|1imit||1|0|0|2006-04-25 22:35:42|2006-04-25 22:35:42
1maxpower1|1MaxPower1||1|0|0|2006-12-05 00:29:56|2006-12-05 00:29:56
1nhale|1nHaLe||1|0|0|2007-02-25 15:37:58|2007-02-25 15:37:58
1of300spartans|1of300Spartans||1|0|0|2007-03-28 13:17:55|2007-03-28 13:17:55
1st_panzer_dvsn|1st_Panzer_DVSN||1|0|0|2007-02-17 15:42:19|2007-02-17 15:42:19
1tachi.ihcat1|1tachi.ihcat1||1|0|0|2007-05-13 01:14:22|2007-05-13 01:14:22
1two3|1two3||1|0|0|2007-02-07 20:02:17|2007-02-07 20:02:17
1v1sucks|1v1sucks||1|0|0|2007-01-23 23:51:18|2007-01-23 23:51:18
1verylostpeon|1VeryLostPeon||1|0|0|2006-04-10 01:38:27|2006-04-10 01:38:27
1xdragon|1xDragon||1|0|0|2007-01-27 11:41:57|2007-01-27 11:41:57
1_penny|1_penny||1|0|0|2007-02-25 18:15:38|2007-02-25 18:15:38
231ms|231ms||1|0|0|2007-02-23 14:54:34|2007-02-23 14:54:34
232323|232323||1|0|0|2006-04-29 12:00:21|2006-04-29 12:00:21
24jb|24jb||1|0|0|2007-02-28 19:18:03|2007-02-28 19:18:03
25jai01|25jai01||1|0|0|2007-02-26 22:57:06|2007-02-26 22:57:06
25_jai|25_Jai||2|0|0|2007-02-05 23:48:30|2007-02-05 23:48:30
2cansonofsam|2cansonofsam||1|0|0|2006-04-30 12:58:05|2006-04-30 12:58:05
2ez]o.o|2eZ]O.o||1|0|0|2006-11-13 22:52:09|2006-11-13 22:52:09
2kcritz|2kcritz||1|0|0|2006-03-31 14:47:12|2006-03-31 14:47:12
2pink1stink|2pink1stink||1|0|0|2007-01-27 16:47:06|2007-01-27 16:47:06
2tin|2tin||1|0|0|2007-02-06 21:43:50|2007-02-06 21:43:50
3.0.m.3|3.0.M.3||1|0|0|2007-01-21 20:36:41|2007-01-21 20:36:41
300.spartan|300.SpartaN||1|0|0|2007-04-05 12:50:01|2007-04-05 12:50:01
300suckedballs|300suckedballs||1|0|0|2007-03-27 01:22:59|2007-03-27 01:22:59
31m0|31m0||1|0|0|2007-02-18 15:12:44|2007-02-18 15:12:44
3amroos|3amroos||1|0|0|2006-08-14 00:53:51|2006-08-14 00:53:51
3dim|3Dim||2|0|0|2006-05-09 21:04:52|2006-05-09 21:04:52
3e.dizo|3E.Dizo||1|0|0|2007-04-24 02:34:48|2007-04-24 02:34:48
3llite3|3llite3||1|0|0|2006-03-30 00:26:55|2006-03-30 00:26:55
3lur|3LuR||1|0|0|2006-04-15 02:54:12|2006-04-15 02:54:12
3mta3|3MTA3||1|0|0|2007-02-19 21:50:37|2007-02-19 21:50:37
3ntr0py.|3nTr0pY.||1|0|0|2006-05-11 20:41:28|2006-05-11 20:41:28
3rd.eye|3rd.Eye||1|0|0|2007-03-18 17:09:28|2007-03-18 17:09:28
3sins|3SINS||1|0|0|2007-02-26 16:18:47|2007-02-26 16:18:47
404-error|404-Error||1|0|0|2007-03-20 01:30:15|2007-03-20 01:30:15
40kcronan|40kcronan||1|0|0|2006-04-16 22:27:51|2006-04-16 22:27:51
420_tekniq|420_TeKniQ||1|0|0|2007-02-11 16:45:09|2007-02-11 16:45:09
4deathandglory|4DeathandGlory||1|0|0|2006-04-30 17:29:49|2006-04-30 17:29:49
4nlm4|4nlm4||1|0|0|2007-03-27 12:45:29|2007-03-27 12:45:29
4ny0nelol|4ny0nelol||1|0|0|2006-06-19 15:46:07|2006-06-19 15:46:07
4orce|4orce||1|0|0|2007-03-04 13:11:32|2007-03-04 13:11:32
4v4only-|4v4only-||1|0|0|2006-05-07 13:40:17|2006-05-07 13:40:17
51390|51390||2|0|0|2007-01-26 12:41:13|2007-01-26 12:41:13
5m1rn0ff|5m1rn0ff||1|0|0|2007-04-09 20:56:05|2007-04-09 20:56:05
5thlawalchemist|5thlawalchemist||1|0|0|2006-08-19 02:53:24|2006-08-19 02:53:24
5thofnovember|5thOfNovember||1|0|0|2006-07-22 02:41:25|2006-07-22 02:41:25
5ub-zero|5ub-Zero||1|0|0|2006-08-24 23:21:48|2006-08-24 23:21:48
5upanoob|5upanoob||1|0|0|2006-04-17 10:47:56|2006-04-17 10:47:56
611226|611226||1|0|0|2007-02-14 21:31:08|2007-02-14 21:31:08
648|648||1|0|0|2006-07-13 00:49:29|2006-07-13 00:49:29
68-machamp|68-Machamp||1|0|0|2007-02-14 21:31:08|2007-02-14 21:31:08
69allstar|69allstar||1|0|0|2006-05-11 20:59:08|2006-05-11 20:59:08
6th.element|6th.Element||1|0|0|2007-04-12 01:59:12|2007-04-12 01:59:12
6up6urz6|6up6urz6||1|0|0|2006-05-03 22:07:05|2006-05-03 22:07:05
740il|740il||1|0|0|2006-05-06 01:11:38|2006-05-06 01:11:38
767434|767434||1|0|0|2007-03-08 01:40:04|2007-03-08 01:40:04
76ers-rule|76ers-rule||1|0|0|2006-11-26 20:30:17|2006-11-26 20:30:17
7ds-acedia|7DS-ACEDIA||1|0|0|2007-01-28 01:46:32|2007-01-28 01:46:32
7inchesstrong|7InchesStrong||1|0|0|2007-04-25 13:22:14|2007-04-25 13:22:14
7snake773|7SNAKE773||1|0|0|2006-05-04 13:25:32|2006-05-04 13:25:32
80proofdarkeyes|80ProofDarkEyes||1|0|0|2007-04-12 23:03:00|2007-04-12 23:03:00
82nd_jumpmaster|82nd_Jumpmaster||1|0|0|2006-05-03 22:09:57|2006-05-03 22:09:57
8powda8|8powda8||1|0|0|2007-01-04 12:26:50|2007-01-04 12:26:50
9-3-7-evangel|9-3-7-Evangel||1|0|0|2007-01-27 10:54:54|2007-01-27 10:54:54
93festivalturbo|93FestivaLturbo||1|0|0|2006-05-05 13:14:10|2006-05-05 13:14:10
97itr|97ITR||1|0|0|2007-03-25 21:27:59|2007-03-25 21:27:59
a(x)e|A(x)E||1|0|0|2006-05-14 23:04:31|2006-05-14 23:04:31
a-chier|A-chier||1|0|0|2006-11-28 17:50:09|2006-11-28 17:50:09
a-rush|A-RuSH||1|0|0|2006-11-27 18:21:05|2006-11-27 18:21:05
a.f.i.|A.F.I.||1|0|0|2007-02-23 14:01:56|2007-02-23 14:01:56
a.k.a.ogforlife|A.K.A.OGFORLIFE||1|0|0|2006-04-17 10:24:10|2006-04-17 10:24:10
a.t.m.|A.t.M.||1|0|0|2006-11-12 17:43:16|2006-11-12 17:43:16
a.v.l-th3l3g3nd|A.V.L-tH3L3g3nD||1|0|0|2006-04-26 15:07:07|2006-04-26 15:07:07
a.wok|A.Wok||1|0|0|2007-05-20 00:20:53|2007-05-20 00:20:53
a0ki|a0ki||1|0|0|2006-05-08 12:08:35|2006-05-08 12:08:35
a1525c|a1525c||1|0|0|2006-03-20 16:27:46|2006-03-20 16:27:46
a1bino|a1bino||1|0|0|2006-12-29 13:38:12|2006-12-29 13:38:12
aaboogledeeboo|aaboogledeeboo||1|0|0|2007-01-21 20:36:41|2007-01-21 20:36:41
aaexpress|aaexpress||1|0|0|2007-03-25 21:27:59|2007-03-25 21:27:59
aamfe|AAMFE||1|0|0|2007-03-08 20:08:00|2007-03-08 20:08:00
aarik|Aarik||1|0|0|2006-08-20 15:25:32|2006-08-20 15:25:32
aaronzor|aaronzor||1|0|0|2006-08-18 00:25:31|2006-08-18 00:25:31
abbadon|Abbadon||1|0|0|2006-11-28 17:24:11|2006-11-28 17:24:11
abbster25|Abbster25||1|0|0|2007-01-23 23:51:18|2007-01-23 23:51:18
abc123def|abc123def||1|0|0|2006-08-19 02:53:24|2006-08-19 02:53:24
abeautifulxliex|abeautifulxliex||1|0|0|2007-01-25 00:50:29|2007-01-25 00:50:29
abishai|Abishai||1|0|0|2007-03-03 22:57:19|2007-03-03 22:57:19
abismal|Abismal||1|0|0|2006-06-30 15:39:34|2006-06-30 15:39:34
ablackpanther|aBlackPanther||1|0|0|2007-04-10 22:21:41|2007-04-10 22:21:41
aborted[fetus]|Aborted[Fetus]||1|0|0|2006-10-09 22:44:02|2006-10-09 22:44:02
about-to.crash|about-to.crash||1|0|0|2006-05-02 12:36:54|2006-05-02 12:36:54
absolutefrenzy|absolutefrenzy||1|0|0|2006-12-30 18:40:18|2006-12-30 18:40:18
abyss-|abysS-||1|0|0|2007-02-28 19:36:08|2007-02-28 19:36:08
ac7|ac7||1|0|0|2007-02-14 01:25:37|2007-02-14 01:25:37
acclr8|acclr8||1|0|0|2006-04-09 00:04:51|2006-04-09 00:04:51
ace(dojo)|Ace(dojo)||1|0|0|2007-03-18 21:34:42|2007-03-18 21:34:42
ace-ofspades9|ace-ofspades9||1|0|0|2007-05-18 12:51:43|2007-05-18 12:51:43
ace09|Ace09||1|0|0|2007-03-05 13:47:08|2007-03-05 13:47:08
ace101317|ace101317||2|0|0|2006-08-10 13:15:55|2006-08-10 13:15:55
ace10202|Ace10202||1|0|0|2007-03-20 01:30:15|2007-03-20 01:30:15
ace713|ace713||1|0|0|2006-05-02 14:44:28|2006-05-02 14:44:28
aced.|AceD.||1|0|0|2007-02-11 16:45:09|2007-02-11 16:45:09
aceno.1p|AceNo.1p||1|0|0|2007-02-18 15:09:43|2007-02-18 15:09:43
acenoob|Acenoob||1|0|0|2006-08-13 16:02:44|2006-08-13 16:02:44
acer19|Acer19||1|0|0|2006-04-30 18:17:35|2006-04-30 18:17:35
acerars|Acerars||1|0|0|2006-05-16 21:23:55|2006-05-16 21:23:55
ace_dte|Ace_Dte||1|0|0|2007-04-07 01:35:38|2007-04-07 01:35:38
ace_killer|Ace_Killer||1|0|0|2007-04-23 13:33:00|2007-04-23 13:33:00
ace_yh|Ace_YH||1|0|0|2007-03-26 20:37:41|2007-03-26 20:37:41
acheronl|AcheronL||1|0|0|2007-02-15 10:59:16|2007-02-15 10:59:16
acheronxiii|AcheronXIII||1|0|0|2006-04-30 12:58:05|2006-04-30 12:58:05
achimond|achimond||2|0|0|2006-06-19 15:46:07|2006-06-19 15:46:07
acidik|Acidik||1|0|0|2006-11-15 21:14:53|2006-11-15 21:14:53
acme|Acme||1|0|0|2006-11-18 13:10:49|2006-11-18 13:10:49
acmoney|ACmoney||1|0|0|2006-10-15 14:04:29|2006-10-15 14:04:29
actafoo|actafoo||1|0|0|2007-02-07 20:02:17|2007-02-07 20:02:17
acucar.de.cana|acucar.de.CANA||1|0|0|2006-03-27 00:42:26|2006-03-27 00:42:26
adamer|Adamer||2|0|0|2007-02-26 22:20:40|2007-02-26 22:20:40
addle|Addle||1|0|0|2006-05-01 13:49:18|2006-05-01 13:49:18
adhalla|adhalla||1|0|0|2007-01-28 02:30:22|2007-01-28 02:30:22
admantion|Admantion||1|0|0|2006-12-28 13:25:06|2006-12-28 13:25:06
admiralboxfish|admiralboxfish||1|0|0|2006-12-07 22:19:21|2006-12-07 22:19:21
adqw|adqw||1|0|0|2006-11-28 19:00:15|2006-11-28 19:00:15
adrenaline7|Adrenaline7||1|0|0|2006-03-28 21:32:53|2006-03-28 21:32:53
advenger|advenger||1|0|0|2007-04-25 22:32:31|2007-04-25 22:32:31
advocateofwill|advocateofwill||1|0|0|2007-02-12 01:30:14|2007-02-12 01:30:14
ae.river|aE.River||1|0|0|2006-05-05 11:51:07|2006-05-05 11:51:07
aeala|aeala||1|0|0|2007-02-14 01:09:49|2007-02-14 01:09:49
aelric|Aelric||1|0|0|2006-10-13 17:34:09|2006-10-13 17:34:09
aequitas|Aequitas||1|0|0|2007-04-30 00:24:20|2007-04-30 00:24:20
aequitas22|aequitas22||1|0|0|2007-02-28 19:36:08|2007-02-28 19:36:08
aerandir|Aerandir||1|0|0|2006-03-30 19:27:35|2006-03-30 19:27:35
aerok80|aerok80||1|0|0|2006-04-14 13:13:11|2006-04-14 13:13:11
aerowarrior|AeRoWaRRiOr||1|0|0|2006-04-14 23:58:31|2006-04-14 23:58:31
aess_kool_guy|AESS_Kool_Guy||1|0|0|2006-08-16 15:10:51|2006-08-16 15:10:51
aetherwalker|aetherwalker||1|0|0|2007-04-30 23:06:27|2007-04-30 23:06:27
aez|Aez||1|0|0|2006-06-29 00:19:51|2006-06-29 00:19:51
afanado|afanado||2|0|0|2007-04-18 15:05:04|2007-04-18 15:05:04
afatloser|aFatLoser||1|0|0|2006-05-07 19:39:30|2006-05-07 19:39:30
afkhk|afkhk||1|0|0|2007-01-27 01:31:48|2007-01-27 01:31:48
afoulodor|aFoulOdor||1|0|0|2006-08-26 01:41:58|2006-08-26 01:41:58
africa-|Africa-||1|0|0|2007-05-20 02:51:28|2007-05-20 02:51:28
agent-00spartan|Agent-00Spartan||1|0|0|2007-05-06 21:50:51|2007-05-06 21:50:51
agentwd40|AgentWD40||1|0|0|2007-02-12 22:32:03|2007-02-12 22:32:03
agesexlocationn|agesexlocationn||1|0|0|2007-05-16 14:59:41|2007-05-16 14:59:41
agility|agility||1|0|0|2007-01-25 00:50:29|2007-01-25 00:50:29
agito|Agito||1|0|0|2006-05-06 01:33:55|2006-05-06 01:33:55
agliophobia|agliophobia||1|0|0|2007-03-25 01:40:06|2007-03-25 01:40:06
agony.07|Agony.07||1|0|0|2006-04-23 12:58:39|2006-04-23 12:58:39
agrajag|Agrajag||1|0|0|2007-02-28 16:12:29|2007-02-28 16:12:29
ah-kee-dah|Ah-Kee-Dah||1|0|0|2007-04-14 17:40:45|2007-04-14 17:40:45
ahah123|ahah123||1|0|0|2007-03-14 01:31:51|2007-03-14 01:31:51
ahh.fresh.meat|Ahh.Fresh.MeaT||1|0|0|2007-05-21 02:06:11|2007-05-21 02:06:11
ai.shadow|AI.shadow||1|0|0|2006-04-19 22:14:44|2006-04-19 22:14:44
aikav|AIkav||2|0|0|2007-02-05 23:48:30|2007-02-05 23:48:30
aileron|Aileron||1|0|0|2006-04-03 20:47:41|2006-04-03 20:47:41
aimetti|Aimetti||1|0|0|2007-05-11 16:35:07|2007-05-11 16:35:07
aimstar|Aimstar||1|0|0|2007-02-11 20:57:15|2007-02-11 20:57:15
airack|AirAck||1|0|0|2006-11-13 22:52:09|2006-11-13 22:52:09
airbornescout.|AirborneScout.||1|0|0|2007-03-25 16:59:18|2007-03-25 16:59:18
airendella|airendella||1|0|0|2006-11-13 23:36:26|2006-11-13 23:36:26
airfoam|airfoam||2|0|0|2007-02-09 12:31:02|2007-02-09 12:31:02
airth|airth||1|0|0|2007-01-29 00:19:46|2007-01-29 00:19:46
aiursrage2k|Aiursrage2k||1|0|0|2007-04-07 01:35:38|2007-04-07 01:35:38
aizen|aizen||1|0|0|2007-02-03 14:05:20|2007-02-03 14:05:20
aj-burnett|AJ-Burnett||1|0|0|2007-02-03 20:17:35|2007-02-03 20:17:35
ajacked|ajacked||1|0|0|2007-02-17 02:50:29|2007-02-17 02:50:29
ajm|AJm||2|0|0|2006-10-14 00:54:56|2006-10-14 00:54:56
ajunwun|ajunwun||1|0|0|2006-05-02 14:44:28|2006-05-02 14:44:28
ak(u)ma|AK(u)MA||1|0|0|2007-02-02 17:37:21|2007-02-02 17:37:21
akacia87|akacia87||1|0|0|2007-02-03 14:05:20|2007-02-03 14:05:20
akarui|akarui||1|0|0|2006-05-03 23:07:38|2006-05-03 23:07:38
akathriel|Akathriel||1|0|0|2006-06-19 14:58:14|2006-06-19 14:58:14
akatony|akatony||1|0|0|2007-03-20 23:48:17|2007-03-20 23:48:17
akatsuki3214|Akatsuki3214||1|0|0|2006-04-28 16:04:09|2006-04-28 16:04:09
akatsukii|Akatsukii||1|0|0|2007-03-18 20:00:23|2007-03-18 20:00:23
aket|Aket||1|0|0|2006-05-07 19:39:30|2006-05-07 19:39:30
akran|Akran||1|0|0|2007-02-05 13:30:08|2007-02-05 13:30:08
akranis|Akranis||1|0|0|2007-02-24 15:26:01|2007-02-24 15:26:01
akray77|akray77||2|0|0|2007-04-27 03:21:35|2007-04-27 03:21:35
aksungjin|aksungjin||1|0|0|2006-08-10 22:45:12|2006-08-10 22:45:12
ak_47|Ak_47||1|0|0|2007-03-20 23:48:17|2007-03-20 23:48:17
al.g0rific|al.g0rific||1|0|0|2007-03-20 22:38:23|2007-03-20 22:38:23
alamo90|Alamo90||1|0|0|2007-03-08 20:08:00|2007-03-08 20:08:00
alan1422|alan1422||1|0|0|2007-01-24 14:04:44|2007-01-24 14:04:44
alanchais|alanchais||1|0|0|2006-10-18 14:06:35|2006-10-18 14:06:35
alansmithee|alansmithee||2|0|0|2007-05-08 22:11:25|2007-05-08 22:11:25
alatus|alatus||1|0|0|2006-08-25 14:58:48|2006-08-25 14:58:48
albertson|albertson||1|0|0|2006-11-16 18:06:17|2006-11-16 18:06:17
albinopower|albinopower||1|0|0|2006-05-11 23:06:46|2006-05-11 23:06:46
alcapowned|alcapowned||1|0|0|2007-02-06 21:43:50|2007-02-06 21:43:50
alcol3ecooi|Alcol3eCooI||1|0|0|2007-02-07 17:48:08|2007-02-07 17:48:08
alcownk|AlcoWnk||1|0|0|2006-11-13 22:30:38|2006-11-13 22:30:38
aldarax2|Aldarax2||1|0|0|2006-08-10 14:20:11|2006-08-10 14:20:11
alefba|Alefba||2|0|0|2007-04-02 15:55:24|2007-04-02 15:55:24
alexanderkeiths|AlexanderKeiths||1|0|0|2006-08-21 03:53:32|2006-08-21 03:53:32
alexandersucks|alexandersucks||1|0|0|2007-01-27 16:00:12|2007-01-27 16:00:12
alexander_|Alexander_||1|0|0|2007-02-04 23:24:38|2007-02-04 23:24:38
alextm|alextm||1|0|0|2006-06-01 14:36:58|2006-06-01 14:36:58
alexx|Alexx||1|0|0|2007-04-11 02:39:41|2007-04-11 02:39:41
alex_krycek|Alex_Krycek||1|0|0|2007-03-16 15:58:31|2007-03-16 15:58:31
alex_trebeck|Alex_Trebeck||1|0|0|2007-03-24 18:40:34|2007-03-24 18:40:34
alfonzothegreat|alfonzothegreat||1|0|0|2006-12-02 01:54:35|2006-12-02 01:54:35
algodofwar|AlGodOfWar||1|0|0|2007-02-11 16:45:09|2007-02-11 16:45:09
algophobe|Algophobe||1|0|0|2007-04-04 00:22:41|2007-04-04 00:22:41
algormortis|algormortis||1|0|0|2007-03-22 22:31:57|2007-03-22 22:31:57
aliasgrace|AliasGrace||1|0|0|2006-05-06 11:24:35|2006-05-06 11:24:35
alichild57|alichild57||1|0|0|2006-05-16 20:46:04|2006-05-16 20:46:04
aliimatt|Aliimatt||1|0|0|2006-05-06 13:40:56|2006-05-06 13:40:56
alit|Alit||1|0|0|2006-10-07 15:47:32|2006-10-07 15:47:32
aliuqet|AliuqeT||1|0|0|2007-02-01 00:03:42|2007-02-01 00:03:42
alizeyk|AliZeyk||1|0|0|2007-04-01 19:14:08|2007-04-01 19:14:08
alkan|Alkan||1|0|0|2007-05-11 16:27:06|2007-05-11 16:27:06
all-co-hall|All-Co-Hall||1|0|0|2007-04-29 00:19:17|2007-04-29 00:19:17
allahuakhbar|AllahuAkhbar||1|0|0|2006-05-11 23:06:46|2006-05-11 23:06:46
allanon|Allanon||1|0|0|2006-11-10 23:32:27|2006-11-10 23:32:27
allblacks|Allblacks||1|0|0|2006-04-24 18:21:12|2006-04-24 18:21:12
allen1010|Allen1010||1|0|0|2007-03-18 02:52:12|2007-03-18 02:52:12
allidoisfarmpal|allidoisfarmpal||1|0|0|2006-04-14 12:52:08|2006-04-14 12:52:08
allnightgaming|allnightgaming||1|0|0|2007-02-24 14:19:39|2007-02-24 14:19:39
allstars|AlLsTaRs||1|0|0|2006-05-06 01:33:55|2006-05-06 01:33:55
aloealoe1|aloealoe1||1|0|0|2007-03-18 21:34:42|2007-03-18 21:34:42
aloman|aloman||1|0|0|2006-04-12 02:39:31|2006-04-12 02:39:31
alondar|alondar||1|0|0|2007-05-14 23:03:47|2007-05-14 23:03:47
alonelysquirrel|aLonelySquirrel||1|0|0|2006-08-08 00:43:57|2006-08-08 00:43:57
alonso|Alonso||1|0|0|2006-04-22 13:23:38|2006-04-22 13:23:38
alphaandomega|AlphaandOmega||1|0|0|2006-11-28 17:50:09|2006-11-28 17:50:09
alpha_ghost|alpha_ghost||1|0|0|2006-05-13 02:24:07|2006-05-13 02:24:07
alpha_weltall|Alpha_Weltall||1|0|0|2006-11-13 18:30:20|2006-11-13 18:30:20
alrokersurprise|AlRokerSurprise||1|0|0|2007-01-26 14:54:15|2007-01-26 14:54:15
alsharptonn|ALSHARPTONN||1|0|0|2007-02-10 11:35:01|2007-02-10 11:35:01
alt-|alt-||1|0|0|2007-01-21 21:27:00|2007-01-21 21:27:00
altazar|Altazar||1|0|0|2006-08-24 23:21:48|2006-08-24 23:21:48
alterb0i|alterb0i||1|0|0|2006-08-25 04:15:59|2006-08-25 04:15:59
althehunter|AlTheHunter||1|0|0|2007-02-04 14:53:49|2007-02-04 14:53:49
alucardl|Alucardl||1|0|0|2007-04-11 03:28:43|2007-04-11 03:28:43
alvinshi|alvinshi||1|0|0|2007-03-01 12:24:50|2007-03-01 12:24:50
alwayloveu|AlwayLoveU||1|0|0|2007-02-11 15:07:30|2007-02-11 15:07:30
alyosha|Alyosha||1|0|0|2007-02-11 16:45:09|2007-02-11 16:45:09
alystair|Alystair||1|0|0|2007-01-13 23:48:27|2007-01-13 23:48:27
alzarkawi]dp[|AlZarkawi]dP[||1|0|0|2006-08-11 17:30:28|2006-08-11 17:30:28
al_kyder|AL_Kyder||1|0|0|2007-03-07 12:41:22|2007-03-07 12:41:22
al_la|al_la||1|0|0|2007-04-11 02:39:41|2007-04-11 02:39:41
al_thor|al_Thor||1|0|0|2006-07-14 00:21:38|2006-07-14 00:21:38
amanda.hugnkiss|Amanda.HugNkiss||1|0|0|2007-02-21 20:48:07|2007-02-21 20:48:07
amazingracist|AmazingRacist||1|0|0|2007-01-25 01:58:12|2007-01-25 01:58:12
amazing_pok|amazing_pok||1|0|0|2007-02-09 14:55:50|2007-02-09 14:55:50
ambroseburnside|AmbroseBurnside||1|0|0|2007-01-28 01:47:26|2007-01-28 01:47:26
amc_timmy|AMC_TIMMY||1|0|0|2006-08-10 22:45:12|2006-08-10 22:45:12
amelia|Amelia||1|0|0|2007-05-15 22:52:14|2007-05-15 22:52:14
amen-rip|Amen-Rip||1|0|0|2006-08-29 13:42:01|2006-08-29 13:42:01
amerelle|Amerelle||1|0|0|2006-04-22 13:22:45|2006-04-22 13:22:45
amess|aMess||1|0|0|2007-05-16 18:12:59|2007-05-16 18:12:59
amishelf|AmishElf||1|0|0|2006-05-07 19:35:29|2006-05-07 19:35:29
amn7|amn7||1|0|0|2007-01-22 20:30:39|2007-01-22 20:30:39
amone|Amone||1|0|0|2006-08-22 01:22:57|2006-08-22 01:22:57
amor|amor||1|0|0|2007-03-02 11:03:07|2007-03-02 11:03:07
amorous|Amorous||1|0|0|2007-03-04 00:37:58|2007-03-04 00:37:58
